ID	Abstract
1236	We report four patients on long-term antiepileptic drugs, without any history of anabolic steroid or oral contraceptive use, who had path-proven hepatic adenomas at our institution. Imaging review of one case is presented here. An exhaustive literature search reveals only four other such case reports, none from the North American continent. 
1237	Heparin-induced immune-mediated thrombocytopenia (HIT) is a life-threatening complication of heparin treatment. When HIT is clinically suspected, heparin treatment should immediately be replaced with an alternative, fast-acting, anticoagulant agent, and blood tests should be carried out to verify or to exclude the diagnosis. Argatroban has recently been approved for HIT treatment in Denmark. Recommendations for dosing of argatroban in HIT patients with and without comorbities are presented. 
1238	Antibodies to the protozoan parasite, Toxoplasma gondii were assayed in sera of 200 goats, 100 pigs, 126 cattle from various states of Malaysia, and 135 dogs and 55 cats around Ipoh region using an indirect fluorescence antibody test (IFAT, cut-off titer 1:200); antibodies were found in 35.5% of goats, 14.5% cats, 9.6% dogs, 7.9% local cattle and 4% yellow cattle but not in pigs. Results indicate that infection is most prevalent in goats. 
1239	Prostate cancer is the most common cancer in men in Western countries, with a high incidence of bone metastasis. Ganoderic acid DM, with 5alpha-reductase inhibitory and androgen receptor (AR) binding activity, isolated from the ethanol extracts of Ganoderma lucidum, can inhibit prostate cancer cell growth and block osteoclastogenesis. 
1240	In this essay, we draw attention to some recent downsides and surprises of multiple sclerosis (MS) therapeutics. These include experiences with recent head-to-head trials of interferon-beta and glatiramer acetate, dose escalation trials, frustrating efforts with progressive MS trials, failures of smart concepts and designer therapies, and harsh lessons from newly observed adverse reactions. 
1241	Controlled trial of fixed vs “loose” dose combinations of amodiaquine and artesunate in 750 children with P. falciparum malaria; similar efficacy [92%] and safety; 7 [~1%] had ALT elevations, one >1000 U/L, but bilirubin normal and no symptoms.
1242	"We report five cases of fatal bupropion overdose with post mortem bupropion concentrations ranging from 3.1 to >20 mg/L. Four patients had ingested a sustained-release formulation of bupropion and had evidence of pill ""bodies"" in their stomach with significantly elevated blood bupropion concentrations. The pills found in these patients may represent the residual matrix/shell with significant portions of the actual bupropion released and absorbed by the patients. "
1243	Electrocardiograms (ECGs) in patients with Parkinson's disease are affected by artifacts related to muscle tremor. Malik et al. report methods used in QTc study in patients with Parkinson's disease that markedly reduce the noise and variance of QTc in a sample of ECGs that are undeniably difficult to interpret. This study adds significant experience and novel methods that have the potential to further enhance the evaluation of the effect of a drug on QTc. 
1244	The practice of molecular imaging in the clinics is examined across various imaging modalities to assess the current status of clinical molecular imaging. The various physiologic and scientific bases of clinical molecular imaging are surveyed to assess the possibilities and opportunities for the deployment of the different imaging modalities in the near future. The requisites for successful candidate(s) of clinical molecular imaging are reviewed for future development. 
1245	Controlled trial of 4 week course of silymarin vs placebo in 105 patients with acute viral hepatitis found no differences in outcome, but minimally faster resolution of dark urine and jaundice; there were no serious adverse events and side effects were uncommon and similar in frequency between the two groups.
1246	A series of phenoxy benzoxaboroles were synthesized and screened for their inhibitory activity against PDE4 and cytokine release. 5-(4-Cyanophenoxy)-2,3-dihydro-1-hydroxy-2,1-benzoxaborole (AN2728) showed potent activity both in vitro and in vivo. This compound is now in clinical development for the topical treatment of psoriasis and being pursued for the topical treatment of atopic dermatitis. 
1247	Pre-operative determination of the risk of liver dysfunction has come under criticism with regards to its usefulness in clinical practice. Opinion is split between centres which use such tests uniformly on all patients and those where clinical judgment alone is used. Published data would not suggest any difference in mortality, morbidity or liver failure rates between these groups. This review outlines and presents the evidence for pre-operative quantification of functional liver remnant volume. 
1248	Ethoprop, oxamyl, PP 156, fenamiphos, carbofuran , AC 64,475, Bunema M, CG 12223, aldicarb, aldicarbsulfoxide, and aldicarbsulfone were tested for their effects on hatching and emergence of larvae from cysts of Heterodera schachtii. The oxime carbamates and carbofuran inhibited hatching , but this response was reversed by removing the chemical treatment . Inhibition of hatching by Bunema M and all organophosphates tested was irreversible . 
1249	On purpose of expounding the phenotype change of Trichoderma mutant which produces cellulase, protein profiles of T. koningii CICC and its mutant TK-2R-1 were detected by 2-DE. Eight unique spots were found and four of them were identified and their functions by MS-TOF-TOF were connected with growth and metabolization of Trichoderma spp. The research provides a new theoretical basis and methods for the construction of Trichoderma mutant which is used to produce efficient cellulase. 
1250	Hemangiopericytoma is an aggressive, highly metastatic tumor of the soft tissues and meninges. Metastases have been reported in the liver, lungs, bones and rarely other organs. To the best of our knowledge, 18 cases of pancreatic metastases have been reported, but none have been described in the radiology literature. We report a case of hemangiopericytoma with metastasis to the pancreas and describe the CT imaging features of hemangiopericytoma with a review of the literature. 
1251	History of development of understanding of cadmium toxicity and its acute and chronic pulmonary, renal, hepatic and testiicular toxicities and carcinogenic potential.
1252	Among 30 patients with late onset Tay-Sachs disease treated with miglustat [200 mg twice daily] or not for 24 months, there were no differences in changes in muscle strength and common adverse events were weight loss, diarrhea, dizziness and paresthesia; “no unexpected abnormal laboratory findings were detected”.
1253	Among 18 patients with relapsed NSCLC treated with vorinostat, there were no partial or complete response and side effects were common; no mention of ALT elevations or hepatotoxicity.
1254	Letter suggesting that propylthiouracil no longer be used as first line treatment of Graves disease in children, citing high rates of fatal hepatotoxicity from its use.
1255	50 year old man with ulcerative colitis developed jaundice 20 days after starting azathioprine [50 mg daily] [bilirubin 14.8 rising to 26.8 mg/dL, ALT 225 U/L, Alk P 952 U/L], with jaundice lasting 3 months but ultimately complete recovery.
1256	270 women with breast cancer were treated with a 4 month course of letrozole with or without everolimus; ALT elevations occurred in 12% on everolimus [above 5 times ULN in 1.5%] vs 4% on placebo [all less than 5 times ULN], but no mention of clinically apparent liver injury.
1257	In a phase I study of the combination of rifampin with saquinavir and ritonavir, 11 of 17 patients developed ALT elevations and gastrointestinal symptoms within 1-5 days of starting medication, with peak ALT levels of 400-5000 U/L, all resolving within 2 weeks of stopping.
1258	64 year old man developed fatigue followed by jaundice 5 to 6 weeks after starting meloxicam with worsening despite stopping meloxicam [bilirubin 2.9 rising to 8.2 mg/dL, AST 768 to 1591 U/L, Alk P 129 to 155 U/L, ANA positive, high globulins], improving with corticosteroid therapy, but still on treatment 6 months later with persistence of mild enzyme elevations [AST 85 U/L].
1259	Retrospective analysis of outcomes of methotrexate therapy in 790 patients with chronic arthritis; therapy stopped in 18 patients [2%] because of liver test abnormalities, but no one developed cirrhosis or died of liver disease.
1260	Two cases with histological features of chronic hepatitis during black cohosh therapy for menopausal symptoms: 62 year old woman developed abdominal pain 3 months after starting black cohosh [bilirubin normal, ALT 322 U/L, GGT 320 U/L, ANA 1:320], with resolution upon stopping [transient worsening when given prednisolone and azathioprine]; 58 year old woman developed fatigue sometime after starting black cohosh for menopausal symptoms [bilirubin normal, ALT 318 U/L, GGT 95 U/L], with persistence of abnormalities on continuing and rapid improvement upon stopping black cohosh: Case 3.
1261	Review of mechanism of action, pharmacology, clinical efficacy and safety of atomoxetine as treatment of ADHD in children; common side effects are headache, abdominal pain, decreased appetite, nausea, somnolence, fatigue, irritability and dizziness; mild elevations in ALT or AST occur in 0.5% of subjects, and the sponsor has received reports of 351 hepatic adverse events from an estimated 4.3 million recipients [<0.01%].
1262	Concise review of pharmacology, efficacy and safety of encapsulated mesalamine granules [Apriso] shortly after its approval in the United States mentions that hepatotoxicity has been reported with other mesalamine-containing products.
1263	"Among 142 patients with advanced soft tissue sarcomas, pazopanib demonstrated ""interesting activity"" and side effects included anemia [75%], leucopenia [42%], thrombocytopenia [10%], hypertension [40%], fatigue [37%], diarrhea [30%], nausea [36%], and elevations in ALT [50%], bilirubin [38%] and creatinine [26%]."
1264	25 year old woman developed ALT elevations 4 months after starting sitaxsentan [bilirubin 1.8 mg/dL, ALT 1000 U/L, Alk P not given], which responded rapidly to prednisolone therapy.
1265	"Among 249 patients with ulcerative colitis treated with balsalazide [3.3 g twice daily] or placebo, ""there were no clinically significant or notable mean changes from baseline to week 8"" in chemistry results."
1266	A retrospective analysis of a pharmaceutical company's 41 study dataset, of patients with various inflammatory conditions; adverse events for celecoxib, placebo, diclofenac, naproxen, and ibuprofen were analyzed; incidence of hepatic adverse events due to celecoxib was similar for placebo and ibuprofen or naproxen, but lower than for diclofenac.
1267	Review on chemotherapy associated liver injury and its impact on surgical outcome after hepatic resection for colorectal cancer; irinotecan and 5-FU have been linked to steatosis and steatohepatitis.
1268	Leiomyosarcoma and epidermodysplasia verruciformis are rarely encountered in children. The association of either leiomyosarcoma or epidermodysplasia verruciformis with immune deficiency has previously been documented. A 6-year-old girl, who has had multifocal leiomyosarcomatosis after the previous diagnoses of epidermodysplasia verruciformis and immune defect, represents an interesting association of these features. 
1269	Pegylated liposomal doxorubicin (PLD) is a drug whose use is increasingly common. It has been associated with a lower rate of haematologic and cardiac side effects than its nonencapsulated form. However, mucocutaneous toxicity is quite frequent and can be severe. Here we provide a case report of a patient who developed an intertrigolike eruption during treatment with PLD. 
1270	"""Clinical governance"" is the term used to describe a systematic approach to maintaining and improving the quality of patient care within a health system. This article introduces the concept of clinical governance as a tool for improving the quality of care. It also discusses the potential value of a large database of colic surgery in implementing some of the components of clinical governance in the field of equine colic surgery. "
1271	In this study, we isolated Pseudomonas sp. strain HB01 from a soil sample contaminated with brominated pollutants, and found that it degraded gamma-hexabromocyclododecane (gamma-HBCD). The strain degraded 81% of 1 mM gamma-HBCD within 5 d of culture. Furthermore, it demonstrated biodegradation of structurally related (bromo) alkanes. To the best of our knowledge, this is the first report that outlines the isolation of a bacterial strain that degrades gamma-HBCD. 
1272	Patients with cancer are concerned about their ability to interact with friends and family and to perform activities associated with daily living. The combined effects of the disease process, its treatment with surgery, radiation, and chemotherapy, and the medications used to manage symptoms may all impact cognitive function. Minimizing the effect of each treatment modality on cognitive processing requires an understanding of how these treatment modalities may impact cognition. 
1273	A 90-year-old female patient presented with dysuria. She was treated with partial excision of the mass protruding from the urethral meatus. Pathological examination revealed non-Hodgkin's malignant lymphoma of the B-cell type. The patient received a total of 42.4 Gy extrabeam irradiation. Our patient was disease-free for 14 months. We reviewed 25 cases of this rare entity reported previously. 
1274	Summary of results from expanded access to sunitinib for renal cell carcinoma in 4564 patients enrolled in 52 countries; common side effects were fatigue and diarrhea, nausea, stomatitis, anorexia, hand-foot syndrome, hypertension and dyspepsia; rates of serum ALT elevations not reported, but among 63 [1.4%] deaths attributed to treatment related adverse events, 4 [0.1%] were due to hepatic failure; no details given.
1275	developed jaundice at the end of an 8 day course of clindamycin and chlorpheniramine [bilirubin 3.5 mg/dL, ALT 1105 U/L, Alk P 444 U/L], with an accompanying rash that spread to mouth, palms and soles, responding to corticosteroids with rapid recovery within weeks.
1276	3 cases of liver injury after use of dried seeds of P. corylifolia to treat skin conditions, including 2 men and 1 woman, ages 20-39 years, taking product for 2-8 weeks, developing jaundice [bilirubin 5.1-5.5 mg/dL, ALT 720-2248 U/L, Alk P 115-177 U/L, INR 1.1-1.2], resolving within 4-9 weeks of stopping; analysis of the products [each with a different name] revealed psoralen, isopsoralen and bakuchiol.
1277	Commentary on Floyd et al. [2009] from the sponsor of rosiglitazone questioned whether the cases were related to rosiglitazone; among 26,983 subjects monitored in clinical trials of rosiglitazone, there were no cases of hepatic failure and few with ALT elevations >10 times ULN [0.02 per 100-patient years].
1278	Several gene mutations have been associated with hepatic adenomas some of which have distinct clinical phenotypes; [1] the hepatocyte nuclear factor [HNF] 1?, found in 35% of adenomas, usually with steatosis and little inflammation; [2] ? catenin gene mutations in 10% associated with cytological abnormalities, without steatosis and with a higher rate of malignant transformation; [3] inflammatory adenomas associated with increases in C-reactive protein consisting of 40-50% of cases; [4] others, ~10% of cases; germline HNF1? mutations are associated with multiple liver adenomatosis and early onset type 2 diabetes [MODY3].
1279	Analysis of UK General Practice Research Database showed risk of cholestatic liver disease within 45 days of first time use of flucloxacillin was stable between 1985-2007 [6.1-8.5/100,000 users compared to 0.3/100,000 users of penicillin V].
1280	Retrospective analysis of 31 patients with inflammatory bowel disease who were switched from azathioprine to mercaptopurine because of liver toxicity; in 87% mercaptopurine was tolerated without evidence of further toxicity.
1281	12 year old boy with acute leukemia developed raised ALT and bilirubin during high dose methotrexate therapy attributed to concurrent renal toxicity, resolving rapidly.
1282	49 year old woman with suspected tuberculous salpingitis developed fever and ALT elevations 1 month after starting isoniazid, rifampin and pyrazinamide, resolved only when she stopped isoniazid, later tolerating rifampin.
1283	"Among 772 patients with ulcerative colitis treated with mesalamine [2.4 or 4.8 g daily] for 6 weeks, side effects were similar in the two groups with 10 severe adverse events, one of which was ""drug hypersensitivity"" but no details given."
1284	In an animal model of obesity and fatty liver, FXR activation using a synthetic bile acid agonist led to less weight gain and reductions in fasting glucose, insulin, triglycerides and ALT levels as well as reduced hepatic fat when compared to placebo.
1285	62 year old man with CLL and anti-HBc without HBsAg in serum developed reactivation of HBV 4 weeks after a 4th cycle of rituximab based chemotherapy [bilirubin rising to 10.3 mg/dL, ALT 3481 U/L, INR 1.8, HBV DNA ~80 million IU/mL] treated with entecavir and recovered, but remained HBsAg positive.
1286	7 year old girl with pinworms developed jaundice during third course of albendazole [bilirubin 6.4 mg/dL, ALT 2200 U/L, GGT 58 U/L, Alk P 899 U/L], resolving rapidly upon stopping.
1287	Among 480 adults with an acute manic or mixed episode in a prospective controlled trial for 3 weeks, there was rapid improvement in symptoms with sublingual asenapine [5 mg] and oral olanzapine [3 mg] compared to placebo twice daily; ALT levels increase by 12 U/L on average with asenapine, 33 U/L with olanzapine, but decrease by 7 U/L with placebo, although none of the changes were considered “clinically relevant”.
1288	D. Montgomery Bissell briefly describes the way he came to a career in academic medicine, how he found mentors, initial projects, and finally a focus on matrix biology and hepatic fibrosis. He draws some lessons from the experience, which should have relevance for physician-scientist trainees, those considering that path, anyone with responsibility for training the next generation, institutional leaders, and the National Institutes of Health.
1289	One man and one woman, ages 33 and 27 years with demyelinating disease developed abnormal ALT levels [1042 U/L and 122 U/L] 5 and 1 week after starting high dose methylprednisolone therapy [4 and 6 days of 2.5 and 4.5 g], resolving rapidly; no mention of symptoms or jaundice.
1290	46 year old man developed jaundice having taken multivitamins and a vitamin A containing Herbalife product for 12 years [bilirubin 11.2 mg/dL, ALT 58 U/L, Alk P 193 U/L]; ERCP showed a biliary stricture, but there was little improvement after sphincterotomy and a liver biopsy showed cholestasis and lipid filled stellate cells, abnormalities resolving with stopping vitamin A product.
1291	42 year old woman with history of asthma developed fever, rash and jaundice 6 weeks after starting sulindac for ankle pain [bilirubin 4.6 mg/dL, ALT 667 U/L, Alk P 146 U/L, eosinophils 15%], with rapid improvement on stopping and recurrence of fever and rash on restarting twice.
1292	Description of 3 patients with systemic juvenile rheumatoid arthritis who developed symptomatic hepatitis 1-8 months after starting anakinra [bilirubin not given, AST ~1200 to 3000 U/L], resolving once anakinra was stopped.
1293	Among 409 patients treated with amiodarone for 60 days or more, 8 developed hepatotoxicity [ALT elevations] but none died or developed cirrhosis; all recovered, 5 after stopping and 3 with dose modification.
1294	Among 2504 patients with advanced renal cell cancer treated with sorafenib in an open access program, common side effects were hand-foot syndrome [18%], rash, hypertension and fatigue; ALT elevations and hepatotoxicity were not mentioned.
1295	A 74 year old man developed interstitial pneumonitis and mild serum enzyme elevations one month after starting erlotinib [ALT 116 U/L], both of which improved within days on high dose corticosteroids.
1296	Among 488 adults with acute mania and bipolar 1 disorder treated with asenapine, olanzapine or placebo for 3 weeks, symptoms score improved more in the asenapine than placebo recipients and “mean changes from baseline in laboratory values…were not clinically significant”.
1297	Discussion of the pathophysiology of fluid overload and hyponatremia in cirrhosis [with clinical case example] and possible role and safety of tolvaptan; in controlled trials, gastrointestinal bleeding occurred in 10% of tolvaptan- vs 2% of placebo-treated patients.
1298	Among 78 women with metastatic breast cancer [HER2 negative] treated with one of 2 doses of pertuzumab every 3 weeks, response rates were minimal and side effects were common, including diarrhea [51%], nausea [27%], fatigue [24%], rash [21%], abdominal pain [156%] and cardiac dysfunction [11%]; no mention of ALT elevations or hepatotoxicity.
1299	Among 58 men with castration-resistant, metastatic prostate cancer who had failed docetaxel treatment and were then treated with abiraterone and prednisone, adverse events included fatigue, nausea, vomiting and diarrhea and 3 patients [5%] had ALT elevations, but none were above 3 times ULN.
1300	Review of biochemistry, pharmacology, metabolism, efficacy and safety of acamprosate; no evidence of hepatotoxicity; indeed, abstinence is usually associated with decreases in liver enzymes.  
1301	66 year old man with sclerosing cholangitis developed elevated liver tests 1 month after starting cetirizine [bilirubin 1.7 mg/dL, ALT 1577 U/L, Alk P 264 U/L, GGT 347 U/L], returning to baseline values upon stopping.
1302	Five cases of Herbalife hepatotoxicity found in a survey in Iceland; 4 women, 1 man, ages 29 to 78 years, after 1 to 7 months of use, 4 with hepatocellular injury [bilirubin 1.5 to 18.2 mg/dL, ALT 456 to 2637 U/L, Alk P 149 to 712 U/L], all resolving upon stopping.
1303	Among 32 women with refractory ovarian carcinoma treated with belinostat, the overall response rate was 3% and common side effects included fatigue [69%], nausea [59%], diarrhea [28%], neuropathy [16%] and Alk P elevations [6%], but there were no cases of clinically apparent liver injury.
1304	Review of published articles and studies of statin use in patients with liver disease; the authors conclude that statins can be used in patients with elevated transaminase levels and/or stable liver disease.
1305	Review of liver complications of HCT, which have become less frequent with better understanding of their cause and means of prevention; the rate of SOS has decreased because of avoidance of more aggressive ablative therapies [total body irradiation and high dose cyclophosphamide], better understanding of pharmacokinetics of the alkylating agents, and lower frequency of hepatitis C in HCT recipients.
1306	Among 246 patients with cancer treated with pazopanib, analysis of genetic polymorphisms of 11 candidate genes found an association of hyperbilirubinemia with the gene for Gilbert syndrome.
1307	Among 112 Tanzanian patients with tuberculosis monitored during first 2 months of therapy with isoniazid, rifampin, pyrazinamide and ethambutol, only 7 [6.3%] had ALT elevations [peak level 87 U/L], but none required dose modification.
1308	Among 60 patients with acromegaly treated with 28 days of octreotide [three times daily] crossed over to pasireotide [200, 400 or 600 µcg twice daily], biochemical responses were more frequent with pasireotide and common adverse events were nausea [25%], diarrhea [22%], abdominal pain [12%] and diabetes [5%]; no mention of ALT elevations or serious liver related adverse events.
1309	Among 334 patients undergoing hepatic resection for colorectal cancer metastases, marked hepatic steatosis was uncommon [9%] and correlated with BMI rather than chemotherapy, while sinusoidal lesions were present in 35% of cases and correlated with oxaliplatin use; neither correlated with immediate operative outcome.
1310	Analysis of 3 trials of prevention of venous thrombosis after arthroplasty found ALT elevations >3 times ULN in 2.2 to 2.6% of dabigatran vs 3.6% of enoxaparin treated subjects, usually arising in first 10 days; 2 of 5270 [~1 per 2000] dabigatran treated patients had both jaundice and enzyme elevations without another obvious cause, both resolving on stopping dabigatran.
1311	Among 35 patients with metastatic colorectal cancer who received bevacizumab before hepatic resection of liver metastases, 9 also received irinotecan but only 4 developed steatohepatitis and 2 jaundice postoperatively, but relationship of these events to irinotecan was not provided.
1312	"Controlled trial comparing 3 regimens  for prevention of endemic malaria in 1008 Gambian children, 331 of whom received  amodiaquine once monthly for 2-3 months; no severe adverse reactions were  detected and no mention of liver injury, hepatitis or jaundice."
1313	Among 57 women with BRAC 1 or 2 mutations and advanced, refractory ovarian carcinoma treated with 400 vs 100 mg of olaparib twice daily, objective response rates were 33% vs 13%, while dose interruptions and reductions for adverse events were more frequent with the higher dose; no mention of ALT elevations or hepatotoxicity.
1314	News report on the 2010 FDA advisory committee decision to not recommend approval of flibanserin mentions side effects of dizziness, somnolence and sedation, but does not mention ALT elevations or hepatotoxicity.
1315	Genetic analyses of 112 patients with hemoglobinopathies receiving hydroxyurea found higher total bilirubin levels in patients with [TA]7/[TA]7 repeats, typical of Gilbert syndrome.
1316	53 year old with non-small cell lung cancer developed anorexia 9 days and abdominal pain and fever 17 days after starting erlotinib [bilirubin 4.7 mg/dL, ALT 884 U/L, Alk P 814 U/L], with progressive liver failure and thrombotic microangiopathy, dying 2 weeks after stopping erlotinib.
1317	"Among 49 patients with hemochromatosis treated with deferasirox for 48 weeks, ALT levels rose ?3 times ULN in 16% and ?5 times ULN in 10% of patients, but largely among those who received the highest dose [15 mg/kg/day]."
1318	In this Journal feature, information about a real patient is presented in stages (boldface type) to an expert clinician, who responds to the information, sharing his or her reasoning with the reader (regular type). The authors’ commentary follows.
1319	Letter in response to Peevers [2010] mentioning that they have never seen liver injury attributable to khat, despite a large population of khat users and analysis of 204 liver biopsies from heavy users in the Djibouti Republic in the Horn of Africa.
1320	34 year old woman developed jaundice and pruritus 4 weeks after starting methyldopa during pregnancy [bilirubin 9.4 mg/dL, ALT 685 U/L, Alk P 301 U/L], resolving within 10 weeks of stopping.
1321	Review of the safety and efficacy of herbal medications used to treat hyperlipidemia including fenugeek, mentions that it has not been associated with significant adverse events.
1322	Pharmacokinetic study in 20 volunteers, 10 with compensated cirrhosis, found minimally higher exposure after a single dose of ticagrelor in patients with liver disease, but not enough to recommend dose adjustment; no side effects or worsening of liver chemistry results.
1323	Among 1198 patients with acute liver failure enrolled in a US prospective study between 1998 and 2007, 133 were attributed to drug induced liver injury, including 6 due to statins, but none to lomitapide.
1324	"Screening 1500 patients identified 82 with ALK-positive non-small cell lung cancer [NSCLC], 47 of whom responded at least partially to crizotinib; common side effects were nausea, diarrhea, visual blurring, constipation and fatigue; ALT or AST elevations of above 5 times ULN occurred in 5 patients [5%], all except one of whom could restart the drug at a lower dose without recurrence."
1325	Review of the chemistry, pharmacology, efficacy and safety of iloperidone mentions that it can prolong the QTc interval, but has not been linked to instances of sudden death; side effects can include weight gain, dizziness, sedation and postural hypotension, but restlessness [akathisia] and extrapyramidal side effects are rare; no mention of ALT elevations or hepatotoxicity.
1326	Concise review of the mechanism of action, efficacy and safety of desirudin, a recombinant analog of hirudin which is used to prevent deep vein thrombosis and pulmonary embolization after hip replacement surgery; no mention of hepatotoxicity or ALT elevations.
1327	Since 2003, most solid organ transplant recipients have received induction therapy, and analyses of the UNOS registry for this period shows highest rates of patient and graft survival with alemtuzumab [89% 5 year patient survival] as compared to antithymocyte globulin [89%], basiliximab [84%], daclizumab [77%], steroids [75%] or no induction [71%].
1328	Systematic review of literature on acetaminophen hepatotoxicity in children receiving therapeutic doses [<75 mg/kg/day]; no instance of clinically apparent liver injury was reported in defined population studies; but 22 published case reports were identified, although on re-review only 9 were considered probable.
1329	"Controlled trial of 24 week course of linagliptin vs placebo in 701 patients; ""The analysis of laboratory variables...did not reveal any clinically significant findings""."
1330	Review of the adverse events reported in clinical trials of tocilizumab in rheumatoid arthritis; among 3689 patients with normal ALT levels before treatment, 10.3% had ALT elevations >3 times ULN and 2.4% above 5 times ULN, but there were no cases of clinical apparent liver injury.
1331	9 patients presented with hypercalcemia and hypervitaminosis D after starting an over-the-counter supplement that had higher concentrations of vitamin D than stated on the label [864,000 rather than 600,000 IU].
1332	Review of estimated frequency of drug induced liver injury due to NSAIDs from large published epidemiological studies; largest series on nimesulide was from Argentina with 43 cases, 70% with jaundice, usually arising 15-90 days after starting, 6 with acute liver failure and 2 deaths.
1333	Among 938 patients with severe liver injury admitted to a Scottish Transplant center over an 18 year period, 663 were attributed to acetaminophen of which 75% were intentional, 17% unintentional, 8% unknown; the unintentional cases being older and having a lower spontaneous survival rate [57% vs 74%].
1334	Among 9145 persons with latent tuberculosis treated with isoniazid [95%] or rifampin [5%] registered in a health care database in Quebec, 45 [0.5%] were subsequently admitted to hospital for liver injury within the compared to 0.1% of matched controls, rates being particularly high among those 65 years of age or older [2.6%: odds ratio = 6.4].
1335	Among 170 patients with estrogen receptor positive early breast cancer treated with goserelin every 4 [3.6 mg] or every 12 [10.8 mg] weeks, there were no differences in markers of efficacy, safety or tolerability and no drug related serious adverse events; no mention of ALT elevations.
1336	Three children, ages 15-23 months, with Wilms tumor or rhabdomyosarcoma who received dactinomycin developed severe hepatotoxicity with thrombocytopenia [peak bilirubin 1.0, 3.4, and 2.6 mg/dL, ALT 1000, 851, and 2161 U/L, LDH 6445, 3912 and 10,102 U/L, platelets 9000, 3000 and 11,000/
1337	Report of 6 cases of khat associated liver disease from the Netherlands, all from East Africa, some presenting with jaundice and others with portal hypertension and advanced cirrhosis, ages 17-47 years, 6 men and 1 woman [bilirubin 1.2-35.5 mg/dL, ALT 18-1192 U/L, Alk P 42-235 U/L], 4 died.
1338	"4 year old boy swallowed 30 ferrous sulfate tablets, developed nausea, vomiting and lethargy [serum iron 353 ?g/dL], followed by acidosis, but recovered with deferoxamine therapy, ALT remaining normal throughout."
1339	Among 138 cases examined by the New York City Medical Examiner between 2003 and 2008 that tested positive for blood phencyclidine, 80 were considered violent deaths, but drug levels varied greatly suggesting that co-morbid conditions and mixed drug intoxications accounted for many of the deaths; no mention of liver failure.
1340	Among 799 patients with complicated urinary tract infections treated with iv doripenem and 372 with levofloxacin, both response and adverse event rates were similar; no mention of ALT elevations or hepatotoxicity.
1341	15 patients with various forms of drug induced liver injury were treated with ursodiol [750-1500 mg/day] and prednisone [various regimens] for 4-10 weeks; all patients improved and rate of improvement was faster than in a historical control group.
1342	Systematic review of trials comparing oral griseofulvin and terbinafine, rates of hepatotoxicity not mentioned, but authors do not recommend routine monitoring of liver tests if terbinafine is given for 4 weeks only.
1343	Among 1804 adverse events reported to a Serbian pharmacovigilance registry between 1995 and 2008, 70 were hepatic of which 6% were fatal; ticlopidine accounted for 2 cases [3%] with latencies of 18 days and 5 months, one with enzyme elevations alone and one with jaundice; both recovered.
1344	Brief review of efficacy and safety of lurasidone shortly after its approval in the US; common side effects are restlessness [akathisia], extrapyramidal symptoms, agitation, nausea and somnolence: no mention of ALT elevations or liver injury.
1345	Most subjects participating in clinical trials of therapeutic doses of acetaminophen had detectable levels of cysteine adducts in serum, but always <1.1 nmol/mL, while subjects with severe hepatotoxicity [ALT >1000 U/L] usually had levels >1.1 nmol/mL.
1346	"Controlled trial of at least 48 weeks of elvitegravir with cobicistat  versus efavirenz, both combined with emtricitabine and tenofovir in 71 treatment  naive adults with HIV infection; found similar efficacy and safety; no mention  of ALT elevations or hepatotoxicity."
1347	51 year old man developed jaundice and pruritus 4-5 weeks after starting chlordiazepoxide [bilirubin ~4.0 mg/dL, AST 300 U/L, Alk P 2.5 times ULN], biopsy showed inflammation and cholestasis, recovery not mentioned.
1348	"Review of pharmacology, safety and efficacy of dabigatran; ""unlike ximelagatran, dabigatran does not appear to have any hepatotoxic effects,"" ALT elevations greater than 3 times ULN occurred in 3% of treated patients."
1349	Randomized controlled trial of 56 weeks of two doses of phentermine-topiramate vs placebo in 2487 overweight or obese patients; no mention of ALT levels or hepatotoxicity.
1350	"28 year old woman developed jaundice one month after starting two ""fat burners"" [Somalyz and Lipolyz] containing usnic acid as an aid to body building [bilirubin 4.8 mg/dL, ALT 1220 U/L, Alk P 111 U/L, INR 2.6], with rapid progression to acute liver failure requring liver transplantation; the explant showed massive necrosis."
1351	Concise review of the mechanism of action, efficacy, safety and costs of eribulin shortly after its approval for use in the US, mentions that adverse events include neutropenia, anemia, fatigue, neuropathy, nausea and constipation; no mention of ALT elevations or hepatotoxicity.
1352	Among 1208 patients with neovascular age related macular degeneration, ranibizumab and bevacizumab had similar effects on visual acuity and systemic adverse effects were uncommon; no mention of ALT elevations or hepatotoxicity.
1353	Among 56 patients with sclerosing cholangitis and ulcerative colitis treated with high dose ursodiol or placebo for up to 5 years [Lindor 2009], those receiving ursodiol had a higher rate of colorectal cancer, the difference arising after 2.5 years of therapy.
1354	Phase 1 study of oral doses of azacitidine after an initial subcutaneous course in 41 patients with CML; oral doses were escalated to tolerance; dose limiting side effects included nausea and diarrhea; no mention of ALT abnormalities or liver injury.
1355	Trial of adding ezetimibe to rosuvastatin vs increasing the dose in 440 patients followed for 6 weeks; only one of 221 patients on the combination vs none on the increased dose of rosuvastatin had an ALT elevation above 3 times ULN.
1356	 58 year old woman with Crohn disease developed liver test abnormalities several weeks after starting infliximab [bilirubin normal, ALT ~205 U/L, ANA 1:2560], which resolved on stopping and did not recur on starting adalimumab. 
