,Unnamed: 0,PubMedID,Title,Abstract,Label
3258,3258,17202453,Dopamine agonists and the risk of cardiac-valve regurgitation,"BACKGROUND: Case reports and echocardiographic studies suggest that the ergot-derived dopamine agonists pergolide and cabergoline, used in the treatment of Parkinson's disease and the restless legs syndrome, may increase the risk of cardiac-valve regurgitation. METHODS: We used data from the United Kingdom General Practice Research Database to identify a population-based cohort comprising 11,417 subjects 40 to 80 years of age who were prescribed antiparkinsonian drugs between 1988 and 2005. We conducted a nested case-control analysis within this cohort in which each patient with newly diagnosed cardiac-valve regurgitation was matched with up to 25 control subjects from the cohort, according to age, sex, and year of entry into the cohort. Incidence-rate ratios for cardiac-valve regurgitation with the use of different dopamine agonists were estimated by conditional logistic-regression analysis. RESULTS: Of 31 case patients with newly diagnosed cardiac-valve regurgitation, 6 were currently exposed to pergolide, 6 were currently exposed to cabergoline, and 19 had not been exposed to any dopamine agonist within the previous year. The rate of cardiac-valve regurgitation was increased with current use of pergolide (incidence-rate ratio, 7.1; 95% confidence interval [CI], 2.3 to 22.3) and cabergoline (incidence-rate ratio, 4.9; 95% CI, 1.5 to 15.6), but not with current use of other dopamine agonists. CONCLUSIONS: In this study, use of the dopamine agonists pergolide and cabergoline was associated with an increased risk of newly diagnosed cardiac-valve regurgitation.",0
8910,8910,7734010,Effect of lovastatin on early carotid atherosclerosis and cardiovascular events. Asymptomatic Carotid Artery Progression Study (ACAPS) Research Group,"""BACKGROUND: HMG CoA reductase inhibitors (or statins), a new class of lipid-lowering compounds, have raised expectations for more widespread use than that of the older lipid-lowering drugs. Not only are they more effective in lowering LDL cholesterol, but they are better tolerated as well. No data exist concerning the effect of statins on early carotid atherosclerosis and clinical events in men and women who have moderately elevated LDL cholesterol levels but are free of symptomatic cardiovascular disease. METHODS AND RESULTS: Lovastatin (20 to 40 mg/d) or its placebo was evaluated in a double-blind, randomized clinical trial with factorial design along with warfarin (1 mg/d) or its placebo. This report is limited to the lovastatin component of the trial. Daily aspirin (81 mg/d) was recommended for everyone. Enrollment included 919 asymptomatic men and women, 40 to 79 years old, with early carotid atherosclerosis as defined by B-mode ultrasonography and LDL cholesterol between the 60th and 90th percentiles. The 3-year change in mean maximum intimal-medial thickness (IMT) in 12 walls of the carotid arteries was the primary outcome; change in single maximum IMT and incidence of major cardiovascular events were secondary outcomes. LDL cholesterol fell 28%, from 156.6 mg/dL at baseline to 113.1 mg/dL at 6 months (P < .0001), in the lovastatin groups and was largely unchanged in the lovastatin-placebo groups. Among participants not on warfarin, regression of the mean maximum IMT was seen after 12 months in the lovastatin group compared with the placebo group; the 3-year difference was statistically significant (P = .001). A larger favorable effect of lovastatin was observed for the change in single maximum IMT but was not statistically significant (P = .12). Five lovastatin-treated participants suffered major cardiovascular events--coronary heart disease mortality, nonfatal myocardial infarction, or stroke--versus 14 in the lovastatin-placebo groups (P = .04). One lovastatin-treated participant died, compared with eight on lovastatin-placebo (P = .02). CONCLUSIONS: In men and women with moderately elevated LDL cholesterol, lovastatin reverses progression of IMT in the carotid arteries and appears to reduce the risk of major cardiovascular events and mortality. Results from ongoing large-scale clinical trials may further establish the clinical benefit of statins.""",1
1199,1199,6276746,Effect of the fluoride/calcium regimen on vertebral fracture occurrence in postmenopausal osteoporosis. Comparison with conventional therapy,"We assessed the rates of vertebral fracture in patients with postmenopausal osteoporosis. Forty-five patients were not treated (91 person-years of observation); 59 were treated conventionally, with calcium (alone or combined with estrogen) or vitamin D or both (218 years); and 61 were treated with sodium fluoride combined with conventional therapy (251 years). The fracture rate (per thousand person-years) was 834 in untreated patients, 419 in those given calcium with or without vitamin D, 304 in those given fluoride and calcium with or without vitamin D, 181 in those given estrogen and calcium with or without vitamin D, and 53 in those given fluoride, estrogen, and calcium with or without vitamin D. It was reduced in all treatment groups (P less than 0.001 for calcium and P less than 1 x 10(-6) for other combinations); fluoride (one years of treatment) and estrogen (but not vitamin D) independently reduced the rate from that observed with calcium alone (P less than 0.001). The combination of calcium fluoride, and estrogen was more effective than any other combination (P less than 0.001). These results provide grounds for optimism about the efficacy of combinations of available agents with sodium fluoride for fracture in postmenopausal osteoporosis.",0
7772,7772,2803323,Electron microscopic analysis of sequential liver biopsy samples from patients with rheumatoid arthritis. Correlation with light microscopic findings,"We used electron microscopy (EM) to analyze 52 biopsy samples from 22 patients who were receiving long-term weekly oral doses of methotrexate (MTX) for the treatment of rheumatoid arthritis. Forty-eight biopsy samples were obtained after 2-6 years of continuous treatment, and 4 samples were obtained before treatment was begun. Specimens were graded for neutral fat, secondary and tertiary lysosomes, and smooth endoplasmic reticulum (SER) in hepatocytes, and for collagen in the perisinusoidal space (Disse's space). We examined the correlations between the EM findings and the light microscopic (LM) findings in the same biopsy specimens, and between the EM findings and the results of simultaneous monthly measures of aspartate transaminase, alkaline phosphatase, bilirubin, and albumin levels, as well as history of alcohol consumption before MTX treatment and monthly assessments of clinical status during the course of treatment. The presence of collagen was minimally increased in these sequential biopsy samples, whereas fat, lysosomes, and SER were decreased. The SER decrease was statistically significant. EM findings of collagen in the space of Disse did not correlate with early fibrotic changes observed with LM. Thus, after as long as 6 years of weekly oral treatment with MTX, hepatic ultrastructural changes are minimal and are not clinically significant. The use of EM for sequential biopsy studies allows the quantitation of long-term hepatic changes that may be more limited than the impression gained after LM analysis.",1
3572,3572,18325717,Esophageal foreign body sensation: a rare presentation of angioedema,"Angioedema remains a rare but potentially life-threatening complication of angiotensin-converting enzyme (ACE) inhibitor use. Most presentations involve edema of the tongue or oral pharynx. However, in recent years, a visceral form involving the gastrointestinal tract also has been described. We present the case of a rare presentation of esophageal and retropharyngeal edema related to ACE inhibitor use. A review of ACE inhibitor-related angioedema is also presented. ",0
3534,3534,18318762,Outcome of BEAM-autologous and BEAM-alemtuzumab allogeneic transplantation in relapsed advanced stage follicular lymphoma,"The role of haematopoietic stem cell transplantation (HSCT) in relapsed follicular lymphoma remains controversial. This study analysed 126 patients with relapsed, advanced stage follicular lymphoma who received BEAM (BCNU [carmustine], cytarabine, etoposide, melphalan)-alemtuzumab allogeneic HSCT (BEAM-allo) (n = 44) or BEAM-autologous HSCT (BEAM-auto) (n = 82). The BEAM-allo group had a younger median age (48 years vs. 56 years, P < 0.001) but received a higher median number of therapies pretransplant (P = 0.015) compared with the BEAM-auto group. There was a higher non-relapse mortality (NRM) in the BEAM-allo group compared with the BEAM-auto group at 1 year (20% vs. 2%, P = 0.001). Older age and heavily pretreated patients were associated with a higher NRM and poorer survival in the BEAM-allo group. There was, however, a significantly lower relapse rate (20% vs. 43%, P = 0.01) at 3 years with BEAM-alemtuzumab, with no relapses after 2 years, compared with a continued pattern of relapse in the autologous group. No difference in overall survival (OS) (P = 0.99) or disease-free survival (DFS) (P = 0.90) was identified at 3 years, whereas a plateau in OS and DFS with crossing of the survival curves in favour of BEAM-allo group was observed. Furthermore, the ability to re-induce remissions with donor leucocytes provides additional benefit in favour of allogeneic HSCT. ",0
3974,3974,19575366,Individualized treatment strategy according to early viral kinetics in hepatitis C virus type 1-infected patients,"Individualized treatment on the basis of early viral kinetics has been discussed to optimize antiviral therapy in chronic hepatitis C virus (HCV) infection. Individually tailored reduction in treatment duration in HCV type 1-infected patients represents one possible strategy. Four hundred thirty-three patients were randomly assigned to receive either 1.5 microg/kg peginterferon alfa-2b weekly plus 800-1,400 mg ribavirin daily for 48 weeks (n = 225, group A) or an individually tailored treatment duration (18-48 weeks; n = 208, group B). In the latter group, treatment duration was calculated using the time required to induce HCV RNA negativity (branched DNA [bDNA] assay; sensitivity limit, 615 IU/mL) multiplied by the factor 6. All bDNA negative samples were retested with the more sensitive transcription-mediated amplification (TMA) assay (sensitivity limit, 5.3 IU/mL). Sustained virologic response (SVR) rates were significantly lower in group B (34.6% versus 48.0% [P = 0.005]) due to higher relapse rates (32.7% versus 14.2% [P< 0.0005]). Important predictors of response were the levels of baseline viremia as well as the time to TMA negativity on treatment. Taking the simultaneous presence of low baseline viral load (<800,000 IU/mL) and a negative TMA test within the first 4 weeks as predictors for treatment response, SVR rates were comparable between both treatment schedules with an SVR probability of >80% obtained in patients treated for only 18 or 24 weeks. CONCLUSION: The individualized treatment strategy according to time to bDNA negativity failed to provide comparable efficacy compared with the standard of care. The inferiority of the individualized protocol may be explained by the use of a less sensitive HCV RNA assay, and also by underestimation of the importance of baseline viremia.",0
8928,8928,7814188,Transient hepatic dysfunction in two brothers receiving heparin and streptokinase: a genetic predisposition?,"Two brothers with acute myocardial infarction are presented. Subsequent to a standard thrombolysis treatment with streptokinase and heparin, both developed abnormal liver tests, with elevated transaminases only. This liver dysfunction resolved promptly. The occurrence of such side-effects in two siblings raises the question of genetic predisposition to the otherwise uncommon hepatic complications of thrombolysis treatment.",1
8131,8131,4061998,Gastrotomy--a surgical approach to iron overdose,"""Emesis and lavage often are ineffective in providing complete emptying of the stomach after an ingestion. With a locally corrosive and systemically toxic agent such as iron, surgical intervention with emergency gastrotomy may be required. We recently treated a 19-year-old man in the ED and in the departments of surgery and medicine who required a gastrotomy to remove a large amount of elemental iron inaccessible to removal by emesis, lavage, or gastroscopy. At gastrotomy the stomach showed full-thickness inflammation; the entire mucosal surface was hemorrhagic in nature. Gastrotomy was successful in allowing the removal of a large amount of the retained corrosive material. The severity of the findings at gastrotomy and the dramatic clinical improvement and recovery in our patient strongly support this approach if traditional methods fail.""",1
10270,10270,12691611,Liver failure caused by herpes simplex virus thymidine kinase plus ganciclovir therapy is associated with mitochondrial dysfunction and mitochondrial DNA depletion,"Herpes simplex virus thymidine kinase (HSV-tk) converts ganciclovir (GCV) into an active compound, which can be incorporated into DNA molecules and terminate DNA synthesis. Gene transfer of HSV-tk followed by GCV administration has been used with success to treat experimental cancer and this strategy has entered into clinical trials. Although it is thought that the cytotoxic effect occurs mainly in tumoral dividing cells, where mitotic activity favors integration of the genotoxic compound into nuclear DNA, there are concerns of potential damage to normal nondividing cells. In the present work we have explored the mechanisms of HSV-tk/GCV toxicity and in particular whether this therapy may cause lesions of mitochondrial DNA (mtDNA) and mitochondrial dysfunction. We found that the administration of GCV to rats injected with adenovirus encoding HSV-tk induced hepatocellular damage characterized by the presence of apoptotic bodies, ballooning of hepatocytes, and severe hepatic steatosis with mitochondria enlargement and cristae dissolution at the ultrastructural level. Remarkably, Southern blot analysis showed substantial reduction in the amount of mtDNA in the liver. Using radiolabeled GCV we could demonstrate incorporation of this compound into both nuclear and mtDNA in HSV-tk-transduced rat hepatocytic cell line MCA-RH7777 and subsequent alteration of mitochondrial function. Our observations confirm that GCV can damage both nuclear and mtDNA in cells transduced with HSV-tk and that this effect could be responsible for severe mitochondrial dysfunction and toxicity in normal nondividing cells. These data are relevant for the design of clinical trials using adenoviral vectors encoding HSV-tk.",1
7939,7939,3337519,Metoprolol-induced hepatitis: rechallenge and drug oxidation phenotyping,,1
5953,5953,28078868,Minoxidil dose response study in female pattern hair loss patients determined to be non-responders to 5% topical minoxidil,"Topical minoxidil is the only US FDA approved drug for the treatment of female pattern hair loss (FPHL). 5% minoxidil foam is only effective at re-growing hair in a minority of women (approximately 40%). Thus, the majority of FPHL patients remain untreated. Previously, we demonstrated that nonresponders to 5% minoxidil have low metabolism of minoxidil in hair follicles. As such, we hypothesized that increasing the dosage of topical minoxidil to low metabolizers would increase the number of responders without increasing the incidence of adverse events. In this study, we recruited FPHL subjects that were identified as non-responders to 5% topical minoxidil utilizing the previously validated assay for minoxidil response. Subjects were treated for 12 weeks with a novel 15% topical minoxidil solution. At 12 weeks, 60% of subjects achieved a clinically significant response based on target area hair counts (>13.7% from baseline), as well as significant improvement in global photographic assessment. None of the subjects experienced significant hemodynamic changes or any other adverse events. To the best of our knowledge, this is the first study to demonstrate the potentially beneficial effect of a higher dosage of minoxidil in FPHL subjects who fail to respond to 5% minoxidil. ",0
2571,2571,12407597,Alcohol use and hepatitis C,"Excess alcohol consumption can worsen the course and outcome of chronic hepatitis C. It is important to distinguish between alcohol abuse, which must be treated on its own merits, and the effect of alcohol use on progression, severity, and treatment of hepatitis C. Most studies on the effects of alcohol on hepatitis C have focused on patients with high levels of daily alcohol intake. Indeed, the adverse effects of light and moderate amounts of alcohol intake on hepatitis C virus (HCV) infection have not been clearly shown, and only limited studies have been performed. Sex differences exist in the effect of alcohol on fibrosis as well as on the severity of hepatitis C. Alcohol use has been reported to be associated with lower responses to therapy and, in some studies, higher HCV RNA levels and increased HCV quasi-species. Few studies address the treatment of hepatitis C in the alcoholic individual or determine the effect of continued light or moderate alcohol use on the outcome of treatment response. In summary, many critical questions remain regarding the interactions between alcohol and hepatitis C. Currently, the evidence from the literature shows that heavy alcohol intake worsens the outcome of HCV infection. The literature is inadequate to provide definitive recommendations regarding the effect of light to moderate alcohol use in patients with hepatitis C.",0
11348,11348,17682975,Inborn errors of bile acid metabolism,"""Bile acids are synthesized by the liver from cholesterol through a complex series of reactions involving at least 14 enzymatic steps. A failure to perform any of these reactions will block bile acid production with failure to produce """"normal bile acids"""" and, instead, result in the accumulation of unusual bile acids and intermediary metabolites. Failure to synthesize bile acids leads to reduced bile flow and decreased intraluminal solubilization of fat and fat-soluble vitamins. In some circumstances, the intermediates created because of blockade in the bile acid biosynthetic pathway may be toxic to hepatocytes. Nine recognized inborn errors of bile acid metabolism have been identified that lead to enzyme deficiencies and impaired bile acid synthesis in infants, children, and adults. Patients may present with neonatal cholestasis, neurologic disease, or fat and fat-soluble vitamin malabsorption. If untreated, progressive liver disease may develop or reduced intestinal bile acid concentrations may lead to serious morbidity or mortality. This review focuses on a description of the disorders of bile acid synthesis that are directly related to single defects in the metabolic pathway, their proposed pathogenesis, treatment, and prognosis.""",1
1550,1550,7687978,Levamisole and interferon in children with chronic hepatitis B,"To evaluate the possible usefulness of simultaneous administration of levamisole and interferon, we randomly allocated 38 children with chronic hepatitis B to receive either 10 MU/m2 interferon-alpha-2a, three times a week for 6 mo (group 1, n = 20) or 90 mg/m2 of levamisole for 45 days, together with 10 MU/m2 of interferon-alpha-2a, three times a week for 6 mo (group 2, n = 18). At the end of the follow-up period (15 mo), no significant differences were observed between the groups with respect to loss of hepatitis B virus DNA and HBeAg from serum and normalization of serum ALT levels. During therapy, a significant increase in the serum levels of ALT and soluble interleukin-2 receptor was observed in both groups but was higher in patients from group 2. The combination of levamisole with interferon was associated with severe side effects. In summary, the combination of levamisole with interferon in children with chronic hepatitis B does not improve the results obtained with interferon alone.",0
3411,3411,17984615,A case of octreotide acetate-induced acute pancreatitis],"A 56-year-old man was admitted to our hospital in July 2000 because of epigastralgia and back pain with past history of repeated upper abdominal pain due to acute pancreatitis since 1995. Abdominal computed tomography on admission showed a swelling in the pancreas head and several large pancreatic pseudocysts. He was diagnosed as acute pancreatitis based on abdominal pain, elevated pancreatic enzymes and computed tomography finding, and given 50 microg octreotide subcutaneously for the treatment of pancreatic pseudocysts. Within 3 hours after octreotide injection, he complained of upper abdominal pain and had an elevated serum amylase level. Abdominal pain disappeared after cessation of octreotide injection and the patient was discharged free from abdominal pain. Octreotide might cause acute pancreatitis by inducing spasm of the sphincter of Oddi. Careful check-up of the patients might be needed during treatment with octreotide. ",0
2509,2509,11752356,"Acetaminophen, aspirin, and chronic renal failure","BACKGROUND: Several epidemiologic studies have demonstrated an association between heavy consumption of nonnarcotic analgesics and the occurrence of chronic renal failure, but it is unclear which is the cause and which is the effect METHODS: In a nationwide, population-based, case-control study of early-stage chronic renal failure in Sweden, face-to-face interviews were conducted with 926 patients with newly diagnosed renal failure and 998 control subjects, of whom 918 and 980, respectively, had complete data. We used logistic-regression models to estimate the relative risks of disease-specific types of chronic renal failure associated with the use of various analgesics RESULTS: Aspirin and acetaminophen were used regularly by 37 percent and 25 percent, respectively, of the patients with renal failure and by 19 percent and 12 percent, respectively, of the controls. Regular use of either drug in the absence of the other was associated with an increase by a factor of 2.5 in the risk of chronic renal failure from any cause. The relative risks rose with increasing cumulative lifetime doses, rose more consistently with acetaminophen use than with aspirin use, and were increased for most disease-specific types of chronic renal failure. When we disregarded the recent use of analgesics, which could have occurred in response to antecedents of renal disease, the associations were only slightly attenuated CONCLUSIONS: Our results are consistent with the existence of exacerbating effects of acetaminophen and aspirin on chronic renal failure. However, we cannot rule out the possibility of bias due to the triggering of analgesic consumption by predisposing conditions.",0
10574,10574,14982164,Health and aesthetic impacts of copper corrosion on drinking water,"Traditional research has focused on the visible effects of corrosion--failures, leaks, and financial debits--and often overlooked the more hidden health and aesthetic aspects. Clearly, corrosion of copper pipe can lead to levels of copper in the drinking water that exceed health guidelines and cause bitter or metallic tasting water. Because water will continue to be conveyed to consumers worldwide through metal pipes, the water industry has to consider both the effects of water quality on corrosion and the effects of corrosion on water quality. Integrating four key factors--chemical/biological causes, economics, health and aesthetics--is critical for managing the distribution system to produce safe water that consumers will use with confidence. As technological developments improve copper pipes to minimize scaling and corrosion, it is essential to consider the health and aesthetic effects on an equal plane with chemical/biological causes and economics to produce water that is acceptable for public consumption.",1
3097,3097,16503714,Daptomycin for the treatment of gram-positive bacteremia and infective endocarditis: a retrospective case series of 31 patients,"To evaluate the outcomes in patients with bacteremia and/or infective endocarditis who were treated with daptomycin. Retrospective chart review. A university-affiliated medical center in Chicago, Illinois, and a regional hospital in Fountain Valley, California. Thirty-one inpatients treated with daptomycin for bacteremia and/or infective endocarditis. Patients were given daptomycin 4-6 mg/kg intravenously every 24-48 hours based on the practitioner's discretion and depending on the patient's clinical condition and presence of comorbidities. Primary end points were resolution of signs and symptoms of infection and discharge from the hospital. Methicillin-resistant Staphylococcus aureus ([MRSA] 11 patients) and vancomycin-resistant entercocci ([VRE] 11 patients) were the most common pathogens, whereas 7 patients had methicillin-sensitive S. aureus infection and 1 patient had coagulasenegative Staphylococcus infection. One patient with endocarditis had a negative culture result. Overall, 24 (77%) of the 31 patients achieved clinical resolution and were discharged, including all patients infected with MRSA; 7 patients died, 6 of whom had VRE infection. Duration of treatment for infective endocarditis lasted longer (typically 22-43 days) than that for bacteremia only (< or = 14 days), and no patients discontinued daptomycin because of adverse events. In these patients, daptomycin was safe and well tolerated even for extended durations of treatment. Daptomycin may provide an effective option for treating drug-resistant gram-positive bloodstream infections and endocarditis. ",0
861,861,2824623,Leukocyte interferon for treating first episodes of genital herpes in women,"Women experiencing their first episodes of genital herpes were treated, beginning within three days of the onset of lesions, with 5 X 10(4) units of human leukocyte interferon/kg of body weight for 12 doses over 14 days (total, approximately 3.6 X 10(7) units) or with placebo in equivalent volumes. Life-table analysis revealed quicker healing and significant reductions in the duration of shedding of virus in interferon-treated patients. Maximum daily geometric mean titers of virus and total area of unhealed lesions also decreased more quickly. No statistically significant difference in resolution of pain was seen between the two groups. Interferon had no effect on onset or frequency of subsequent recurrences recorded over one year of follow-up. Moderate, transient neutropenia occurred in 13 of 34 interferon-treated patients. A therapeutic effect of human leukocyte interferon on initial genital herpes was documented, but the clinical usefulness of interferon treatment of genital herpes is limited at this time. ",0
974,974,3029592,Chemotherapy with or without radiation therapy in limited small-cell carcinoma of the lung,"""We conducted a prospective, randomized study to clarify the role of radiotherapy of the primary tumor in limited small-cell cancer of the lung. After stratification for sex and for performance score based on the ability to ambulate, patients were randomly assigned to receive initial radiotherapy plus chemotherapy, delayed radiotherapy plus chemotherapy, or chemotherapy alone. The chemotherapy consisted of cyclophosphamide, etoposide (VP-16-213), and vincristine, with doxorubicin subsequently replacing etoposide in alternate cycles 7 through 18. Chemotherapy was given every three weeks for 18 months. The radiotherapy comprised 4000 rad in four weeks, followed by a 1000-rad """"boost"""" directed against residual disease. All patients received prophylactic whole-brain radiation. The patients enrolled totaled 426, and 399 were evaluable. There was a statistically significant difference in the frequency of complete responses in favor of the two radiotherapy regimens (P = 0.0013). Failure-free survival was also longer with these two regimens (P less than 0.001), as was the interval before treatment failure in the chest (P less than 0.001) and overall survival (P = 0.0099). As expected, toxic effects--chiefly neutropenia--were also increased. The addition of radiotherapy of the primary tumor to combination chemotherapy improved both complete-response rates and survival, with increased but acceptable toxicity.""",0
6251,6251,28953427,Comparison of Strategies of Treatment with Ranibizumab in Newly-Diagnosed Cases of Neovascular Age-Related Macular Degeneration,"In several case-studies improved outcomes have been reported after switching from a pro-re-nata (PRN)- to a treat-and-extend (T&E)-based therapeutic approach in cases of neovascular age-related macular degeneration (nAMD). We therefore wished to compare the effects of instigating 2 different protocols in newly-diagnosed nAMD undergoing treatment with Ranibizumab. The outcomes of a PRN- and a T&E-based regime were retrospectively compared in treatment-naïve eyes under therapy with Ranibizumab for minimally 12 months in a routine clinical setting. The primary outcome measures included the proportion of the eyes with intraretinal fluid in OCT and visual stability after the initial drug-loading phase. The comparative case-series included 107 eyes (PRN: 68; T&E: 39). During the 2-year follow-up period, a similar number of clinical examinations were performed in the 2 groups (PRN: 14.0 ± 6.2; T&E 13.4 ± 4.4; P = 0.97), whereas the number of injections that were administered differed for the first (PRN: 5.5 ± 2.0 vs. T&E 6.8 ± 2.4; P = 0.008) and the second year (PRN: 1.9 ± 2.0 vs. T&E 3.8 ± 2.3; P = 0.002). The proportion of eyes with intraretinal fluid after the initial drug-loading phase remained stable (PRN: from 33.8% to 36.4%; T&E: from 25.6% to 29.0%); so, too, did the central retinal thickness and the visual acuity. Despite a limited sample size, this retrospective analysis revealed the anatomical and the functional improvements during the 2-year follow-up period to be not roughly different for the 2 strategies. However, when the PRN-approach is instigated, the risk of under-treatment due to lapses in visits or to over-extensions in the intervals between treatments may be underestimated. ",0
13191,13191,23844038,"""Dabrafenib; preclinical characterization, increased efficacy when combined with trametinib, while BRAF/MEK tool combination reduced skin lesions""","Mitogen-Activated Protein Kinase (MAPK) pathway activation has been implicated in many types of human cancer. BRAF mutations that constitutively activate MAPK signalling and bypass the need for upstream stimuli occur with high prevalence in melanoma, colorectal carcinoma, ovarian cancer, papillary thyroid carcinoma, and cholangiocarcinoma. In this report we characterize the novel, potent, and selective BRAF inhibitor, dabrafenib (GSK2118436). Cellular inhibition of BRAF(V600E) kinase activity by dabrafenib resulted in decreased MEK and ERK phosphorylation and inhibition of cell proliferation through an initial G1 cell cycle arrest, followed by cell death. In a BRAF(V600E)-containing xenograft model of human melanoma, orally administered dabrafenib inhibited ERK activation, downregulated Ki67, and upregulated p27, leading to tumor growth inhibition. However, as reported for other BRAF inhibitors, dabrafenib also induced MAPK pathway activation in wild-type BRAF cells through CRAF (RAF1) signalling, potentially explaining the squamous cell carcinomas and keratoacanthomas arising in patients treated with BRAF inhibitors. In addressing this issue, we showed that concomitant administration of BRAF and MEK inhibitors abrogated paradoxical BRAF inhibitor-induced MAPK signalling in cells, reduced the occurrence of skin lesions in rats, and enhanced the inhibition of human tumor xenograft growth in mouse models. Taken together, our findings offer preclinical proof of concept for dabrafenib as a specific and highly efficacious BRAF inhibitor and provide evidence for its potential clinical benefits when used in combination with a MEK inhibitor.",1
6239,6239,28950807,Durable complete remission following anti-EGFR antibodies in recurrent metastatic colorectal cancer,"In this case report, we describe a patient who remains in complete remission two years after the discontinuation of anti-EGFR monotherapy as a third-line treatment, accompanied by persistent severe hypomagnesemia. A 45-year-old Caucasian woman with mCRC started chemotherapy with weekly cetuximab. After ten months of treatment, the therapy was stopped because the patient had persistent grade III hypomagnesemia despite amiloride, oral, and intravenous magnesium. A month later, the patient was switched to panitumumab 6 mg/kg every two weeks for four additional months to avoid weekly visits to the clinic. Following discontinuation of panitumumab, PET scans remain negative to this day, two years after anti-EGFR therapy discontinuation. No factor has been identified to explain the complete and sustained response experienced by this patient. Hypomagnesemia is a common adverse effect of anti-EGFR therapy that can lead to treatment interruption and discontinuation if severe. This case highlights the importance of pursuing anti-EGFR therapy when a response is observed in spite of severe hypomagnesemia. It also provides preliminary information that anti-EGFR therapy could be stopped after a complete response is obtained. ",0
6492,6492,29785515,Prostate-specific antigen flare induced by ,"Prostate-specific antigen (PSA) flare is a well-known phenomenon in patients with prostate cancer, but its impact during radium-223 dichloride ( We conducted a retrospective study of 168 patients with mCRPC (median age 69; median PSA 29.7) receiving  Immediate PSA decline was observed in 49 patients (29.2%), whereas no PSA response was observed in 59 patients (35.1%). PSA flare (defined as rise after the first cycle followed by decrease below the baseline) was observed in 20 patients (11.9%) and PSA flare followed by a decrease from peak but not below baseline was observed in 40 (23.8%). The first flare subgroup had a median PFS and OS of 20.8 and 23.9 months, respectively. These outcomes were not significantly different from patients with immediate PSA decrease, but were significantly better than in patients with persistent PSA elevation (3.1 months for PFS and 11.5 months for OS, p < 0.001). Moreover, the PSA flare group showed an alkaline phosphatase (ALP) decrease significantly greater than non-responders (p = 0.003). Metabolic  This report suggests that a flare does not necessarily indicate lack of response to  ",0
821,821,2814544,Are we missing portal vein thrombosis?,"We report a case of portal vein thrombosis which was misdiagnosed as tropical splenomegaly syndrome. This is the first documented case confirmed radiologically at Universiti Hospital, Kuala Lumpur. A discussion on the management of portal vein thrombosis is also described. ",0
1564,1564,7760871,New neuromuscular blocking drugs,"The new nondepolarizing neuromuscular blocking drugs have specific advantages over succinylcholine. Rocuronium has an onset of action that is almost as rapid as that of succinylcholine and may be useful in patients with residual gastric contents. This drug may replace vecuronium, since the two agents are otherwise similar. The onset of action of mivacurium is similar to that of atracurium, but recovery from the blockade is more rapid (if the plasma cholinesterase level is normal), making mivacurium useful for short procedures. Although pipecuronium and doxacurium have minimal effects on the cardiovascular system, their long and variable onset and duration of action limit their usefulness. The need for either drug is questionable. There is still a need, however, for a nondepolarizing drug that has an onset of action as rapid as that of succinylcholine but a duration of action similar to that of mivacurium, with no adverse cardiovascular effects and clearance from the body that is independent of organ function.",0
2223,2223,10378809,Acalculous gallbladder pain: a largely unrecognised entity,"To study the presentation for and outcome of cholecystectomy in patients with acalculous gallbladder pain. Sixty-six consecutive patients with prospective documentation underwent cholecystectomy for putative acalculous gallbladder pain between December 1988 to April 1995. The diagnosis was made on clinical grounds, but in the majority, a CCK oral cholecystogram was performed. Outcomes were assessed by postal questionnaire mailed in October 1995 or by the last recorded follow- up. Fifty-eight females and eight males, with a median age of 37.5 years had experienced abdominal pain, usually with associated nausea, for a median of three years. Preoperative investigations were non-contributory, with the exception of the CCK oral cholecystogram which was regarded as abnormal in all instances. At a median follow-up of 40 months, 48 patients (72.7%) described their symptoms as either totally relieved or much improved by cholecystectomy. Though the pathophysiology remains poorly understood, there is clearly a group of patients who suffer from gallbladder pain in the absence of gallstones and who benefit from cholecystectomy. ",0
